AC_REG,Year,Quarter,Month,Day,ENTRY_DATE,Year,Quarter,Month,Day,FLT_NO,Year,Quarter,Month,Day,IN_HRS,IN_MNT,LNDGS,Year,Quarter,Month,Day,OFF_HRS,OFF_MNT,Year,Quarter,Month,Day,ON_HRS,ON_MNT,OPS_CODE,OPS_DATE,Year,Quarter,Month,Day,OUT_HRS,OUT_MNT,STN_FROM,STN_TO,TYPE_CODE,USER_ID
BCB,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,393,1899,Qtr 4,December,31,13,6,1,1899,Qtr 4,December,31,12,20,1899,Qtr 4,December,31,13,1,REV,20020109,1899,Qtr 4,December,31,12,14,SKZ,KHI,D,DL48
BCB,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,413,1899,Qtr 4,December,31,15,22,0,1899,Qtr 4,December,31,0,0,1899,Qtr 4,December,31,0,0,TXI,20020103,1899,Qtr 4,December,31,15,3,LHE,LHE,,DL01
BCB,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,414,1899,Qtr 4,December,31,5,30,1,1899,Qtr 4,December,31,3,40,1899,Qtr 4,December,31,5,25,REV,20020102,1899,Qtr 4,December,31,3,33,KHI,ISB,D,DL01
BCB,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,414,1899,Qtr 4,December,31,7,57,1,1899,Qtr 4,December,31,6,18,1899,Qtr 4,December,31,7,48,REV,20020107,1899,Qtr 4,December,31,6,4,KHI,LHE,D,DL02
BCB,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,451,1899,Qtr 4,December,31,5,14,1,1899,Qtr 4,December,31,4,33,1899,Qtr 4,December,31,5,10,REV,20020103,1899,Qtr 4,December,31,4,15,ISB,KDU,D,DL01
BCB,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,451,1899,Qtr 4,December,31,4,50,1,1899,Qtr 4,December,31,4,10,1899,Qtr 4,December,31,4,47,REV,20020101,1899,Qtr 4,December,31,4,0,ISB,KDU,D,DL48
BCB,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,452,1899,Qtr 4,December,31,6,50,1,1899,Qtr 4,December,31,6,4,1899,Qtr 4,December,31,6,44,REV,20020103,1899,Qtr 4,December,31,5,57,KDU,ISB,D,DL01
BCB,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,452,1899,Qtr 4,December,31,6,34,1,1899,Qtr 4,December,31,5,42,1899,Qtr 4,December,31,6,29,REV,20020101,1899,Qtr 4,December,31,5,36,KDU,ISB,D,DL48
BCC,1899,Qtr 4,December,30,20020103,1899,Qtr 4,December,30,216,1899,Qtr 4,December,31,0,44,1,1899,Qtr 4,December,31,22,0,1899,Qtr 4,December,31,0,39,REV,20020102,1899,Qtr 4,December,31,21,44,KWI,KHI,I,DL48
BCC,1899,Qtr 4,December,30,20020108,1899,Qtr 4,December,31,362,1899,Qtr 4,December,31,0,7,1,1899,Qtr 4,December,31,22,11,1899,Qtr 4,December,31,23,58,REV,20020106,1899,Qtr 4,December,31,22,0,KHI,ISB,D,DL02
BCC,1899,Qtr 4,December,31,20020103,1899,Qtr 4,December,31,215,1899,Qtr 4,December,31,21,5,1,1899,Qtr 4,December,31,17,32,1899,Qtr 4,December,31,20,58,REV,20020102,1899,Qtr 4,December,31,17,18,KHI,KWI,I,DL48
BCC,1899,Qtr 4,December,31,40040208,1899,Qtr 4,December,31,235,1899,Qtr 4,December,31,27,43,2,1899,Qtr 4,December,31,22,74,1899,Qtr 4,December,31,27,31,REV,40040207,1899,Qtr 4,December,31,22,44,KHI,AUH,I,DL01
BCC,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,235,1899,Qtr 4,December,31,19,43,1,1899,Qtr 4,December,31,17,29,1899,Qtr 4,December,31,19,36,REV,20020107,1899,Qtr 4,December,31,17,17,KHI,AUH,I,DL02
BCC,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,235,1899,Qtr 4,December,31,16,28,1,1899,Qtr 4,December,31,14,12,1899,Qtr 4,December,31,16,22,REV,20020110,1899,Qtr 4,December,31,13,59,KHI,AUH,I,DL45
BCC,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,236,1899,Qtr 4,December,31,13,57,1,1899,Qtr 4,December,31,12,15,1899,Qtr 4,December,31,13,53,REV,20020104,1899,Qtr 4,December,31,12,5,AUH,KHI,I,DL01
BCC,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,236,1899,Qtr 4,December,31,22,21,1,1899,Qtr 4,December,31,20,41,1899,Qtr 4,December,31,22,17,REV,20020107,1899,Qtr 4,December,31,20,28,AUH,KHI,I,DL02
BCC,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,238,1899,Qtr 4,December,31,7,28,1,1899,Qtr 4,December,31,5,33,1899,Qtr 4,December,31,7,22,REV,20020104,1899,Qtr 4,December,31,5,15,AUH,KHI,I,DL01
BCC,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,238,1899,Qtr 4,December,31,7,24,1,1899,Qtr 4,December,31,5,42,1899,Qtr 4,December,31,7,19,REV,20020111,1899,Qtr 4,December,31,5,20,AUH,KHI,I,DL45
BCC,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,241,1899,Qtr 4,December,31,19,16,1,1899,Qtr 4,December,31,16,24,1899,Qtr 4,December,31,19,9,REV,20020101,1899,Qtr 4,December,31,16,14,KHI,DMM,I,DL48
BCC,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,242,1899,Qtr 4,December,31,22,49,1,1899,Qtr 4,December,31,20,29,1899,Qtr 4,December,31,22,44,REV,20020101,1899,Qtr 4,December,31,20,17,DMM,KHI,I,DL48
BCC,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,255,1899,Qtr 4,December,31,4,21,1,1899,Qtr 4,December,31,0,43,1899,Qtr 4,December,31,4,15,REV,20020104,1899,Qtr 4,December,31,0,29,ISB,AUH,I,DL01
BCC,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,255,1899,Qtr 4,December,31,4,38,1,1899,Qtr 4,December,31,0,46,1899,Qtr 4,December,31,4,34,REV,20020111,1899,Qtr 4,December,31,0,36,ISB,AUH,I,DL45
BCC,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,256,1899,Qtr 4,December,31,20,46,1,1899,Qtr 4,December,31,17,38,1899,Qtr 4,December,31,20,34,REV,20020103,1899,Qtr 4,December,31,17,23,AUH,ISB,I,DL01
BCC,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,256,1899,Qtr 4,December,31,20,25,1,1899,Qtr 4,December,31,17,27,1899,Qtr 4,December,31,20,17,REV,20020110,1899,Qtr 4,December,31,17,16,AUH,LHE,I,DL45
BCC,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,256,1899,Qtr 4,December,31,21,41,1,1899,Qtr 4,December,31,21,4,1899,Qtr 4,December,31,21,36,REV,20020110,1899,Qtr 4,December,31,20,51,LHE,ISB,D,DL45
BCC,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,261,1899,Qtr 4,December,31,11,35,1,1899,Qtr 4,December,31,8,15,1899,Qtr 4,December,31,11,29,REV,20020109,1899,Qtr 4,December,31,8,3,LHE,AUH,I,DL48
BCC,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,262,1899,Qtr 4,December,31,15,32,1,1899,Qtr 4,December,31,12,44,1899,Qtr 4,December,31,15,26,REV,20020109,1899,Qtr 4,December,31,12,29,AUH,LHE,I,DL48
BCC,1899,Qtr 4,December,31,20020106,1899,Qtr 4,December,31,3032,1899,Qtr 4,December,31,11,20,1,1899,Qtr 4,December,31,9,40,1899,Qtr 4,December,31,11,14,REV,20020106,1899,Qtr 4,December,31,9,24,LHE,KHI,D,DL02
BCC,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,307,1899,Qtr 4,December,31,18,30,1,1899,Qtr 4,December,31,16,49,1899,Qtr 4,December,31,18,24,REV,20020109,1899,Qtr 4,December,31,16,34,LHE,KHI,D,DL48
BCC,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,312,1899,Qtr 4,December,31,7,0,1,1899,Qtr 4,December,31,5,33,1899,Qtr 4,December,31,6,55,REV,20020109,1899,Qtr 4,December,31,5,19,KHI,LHE,D,DL48
BCC,1899,Qtr 4,December,31,20020103,1899,Qtr 4,December,31,324,1899,Qtr 4,December,31,5,7,1,1899,Qtr 4,December,31,3,58,1899,Qtr 4,December,31,5,2,REV,20020102,1899,Qtr 4,December,31,3,50,KHI,UET,D,DL48
BCC,1899,Qtr 4,December,31,20020103,1899,Qtr 4,December,31,324,1899,Qtr 4,December,31,7,19,1,1899,Qtr 4,December,31,5,45,1899,Qtr 4,December,31,7,14,REV,20020102,1899,Qtr 4,December,31,5,39,UET,ISB,D,DL48
BCC,1899,Qtr 4,December,31,20020103,1899,Qtr 4,December,31,325,1899,Qtr 4,December,31,9,55,1,1899,Qtr 4,December,31,8,22,1899,Qtr 4,December,31,9,52,REV,20020102,1899,Qtr 4,December,31,8,13,ISB,UET,D,DL48
BCC,1899,Qtr 4,December,31,20020103,1899,Qtr 4,December,31,325,1899,Qtr 4,December,31,11,58,1,1899,Qtr 4,December,31,10,54,1899,Qtr 4,December,31,11,55,REV,20020102,1899,Qtr 4,December,31,10,50,UET,KHI,D,DL48
BCC,1899,Qtr 4,December,31,20020106,1899,Qtr 4,December,31,326,1899,Qtr 4,December,31,14,20,1,1899,Qtr 4,December,31,13,9,1899,Qtr 4,December,31,14,14,REV,20020106,1899,Qtr 4,December,31,12,59,KHI,MUX,D,DL02
BCC,1899,Qtr 4,December,31,20020106,1899,Qtr 4,December,31,327,1899,Qtr 4,December,31,16,25,1,1899,Qtr 4,December,31,15,17,1899,Qtr 4,December,31,16,20,REV,20020106,1899,Qtr 4,December,31,15,9,MUX,KHI,D,DL02
BCC,1899,Qtr 4,December,31,20020105,1899,Qtr 4,December,31,340,1899,Qtr 4,December,31,9,8,1,1899,Qtr 4,December,31,7,42,1899,Qtr 4,December,31,9,4,REV,20020105,1899,Qtr 4,December,31,7,30,KHI,LYP,D,DL02
BCC,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,340,1899,Qtr 4,December,31,6,39,1,1899,Qtr 4,December,31,5,17,1899,Qtr 4,December,31,6,33,REV,20020110,1899,Qtr 4,December,31,5,0,KHI,LYP,D,DL45
BCC,1899,Qtr 4,December,31,20020105,1899,Qtr 4,December,31,341,1899,Qtr 4,December,31,12,44,1,1899,Qtr 4,December,31,11,12,1899,Qtr 4,December,31,12,38,REV,20020105,1899,Qtr 4,December,31,11,0,LYP,KHI,D,DL02
BCC,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,341,1899,Qtr 4,December,31,8,59,1,1899,Qtr 4,December,31,7,30,1899,Qtr 4,December,31,8,54,REV,20020110,1899,Qtr 4,December,31,7,20,LYP,KHI,D,DL45
BCC,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,370,1899,Qtr 4,December,31,15,50,1,1899,Qtr 4,December,31,14,6,1899,Qtr 4,December,31,15,43,REV,20020111,1899,Qtr 4,December,31,13,56,KHI,ISB,D,DL45
BCC,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,381,1899,Qtr 4,December,31,8,24,1,1899,Qtr 4,December,31,7,41,1899,Qtr 4,December,31,8,17,REV,20020107,1899,Qtr 4,December,31,7,31,ISB,LHE,D,DL02
BCC,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,396,1899,Qtr 4,December,31,9,35,1,1899,Qtr 4,December,31,8,26,1899,Qtr 4,December,31,9,29,REV,20020103,1899,Qtr 4,December,31,8,10,KHI,MUX,D,DL01
BCC,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,396,1899,Qtr 4,December,31,8,33,1,1899,Qtr 4,December,31,7,24,1899,Qtr 4,December,31,8,28,REV,20020101,1899,Qtr 4,December,31,7,18,KHI,MUX,D,DL48
BCC,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,397,1899,Qtr 4,December,31,11,40,1,1899,Qtr 4,December,31,10,30,1899,Qtr 4,December,31,11,33,REV,20020103,1899,Qtr 4,December,31,10,20,MUX,KHI,D,DL01
BCC,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,397,1899,Qtr 4,December,31,10,26,1,1899,Qtr 4,December,31,9,17,1899,Qtr 4,December,31,10,21,REV,20020101,1899,Qtr 4,December,31,9,13,MUX,KHI,D,DL48
BCC,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,398,1899,Qtr 4,December,31,9,34,1,1899,Qtr 4,December,31,8,24,1899,Qtr 4,December,31,9,28,REV,20020111,1899,Qtr 4,December,31,8,14,KHI,UET,D,DL45
BCC,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,399,1899,Qtr 4,December,31,11,49,1,1899,Qtr 4,December,31,10,43,1899,Qtr 4,December,31,11,43,REV,20020111,1899,Qtr 4,December,31,10,34,UET,KHI,D,DL45
BCC,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,413,1899,Qtr 4,December,31,16,15,1,1899,Qtr 4,December,31,14,41,1899,Qtr 4,December,31,16,10,REV,20020107,1899,Qtr 4,December,31,14,27,LHE,KHI,D,DL02
BCC,1899,Qtr 4,December,31,20020106,1899,Qtr 4,December,31,414,1899,Qtr 4,December,31,8,2,1,1899,Qtr 4,December,31,6,27,1899,Qtr 4,December,31,7,55,REV,20020106,1899,Qtr 4,December,31,6,15,KHI,LHE,D,DL02
BCC,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,414,1899,Qtr 4,December,31,7,39,1,1899,Qtr 4,December,31,6,5,1899,Qtr 4,December,31,7,29,REV,20020108,1899,Qtr 4,December,31,5,49,KHI,LHE,D,DL48
BCC,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,451,1899,Qtr 4,December,31,4,51,1,1899,Qtr 4,December,31,4,5,1899,Qtr 4,December,31,4,46,REV,20020107,1899,Qtr 4,December,31,3,57,ISB,KDU,D,DL02
BCC,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,452,1899,Qtr 4,December,31,6,35,1,1899,Qtr 4,December,31,5,40,1899,Qtr 4,December,31,6,29,REV,20020107,1899,Qtr 4,December,31,5,35,KDU,ISB,D,DL02
BCC,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,769,1899,Qtr 4,December,31,10,29,1,1899,Qtr 4,December,31,8,54,1899,Qtr 4,December,31,10,24,REV,20020108,1899,Qtr 4,December,31,8,42,LHE,KHI,D,DL48
BCC,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,853,1899,Qtr 4,December,31,20,8,1,1899,Qtr 4,December,31,18,5,1899,Qtr 4,December,31,20,2,REV,20020111,1899,Qtr 4,December,31,17,53,ISB,KHI,D,DL45
BCD,1899,Qtr 4,December,30,20020103,1899,Qtr 4,December,30,238,1899,Qtr 4,December,31,1,17,1,1899,Qtr 4,December,31,23,24,1899,Qtr 4,December,31,1,10,REV,20020102,1899,Qtr 4,December,31,23,9,AUH,KHI,I,DL01
BCD,1899,Qtr 4,December,30,20020108,1899,Qtr 4,December,31,284,1899,Qtr 4,December,31,0,1,1,1899,Qtr 4,December,31,21,50,1899,Qtr 4,December,31,23,56,REV,20020106,1899,Qtr 4,December,31,21,38,DOH,KHI,I,DL14
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,203,1899,Qtr 4,December,31,21,10,1,1899,Qtr 4,December,31,19,42,1899,Qtr 4,December,31,21,5,REV,20020103,1899,Qtr 4,December,31,19,30,KHI,MCT,I,DL14
BCD,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,225,1899,Qtr 4,December,31,20,21,1,1899,Qtr 4,December,31,18,37,1899,Qtr 4,December,31,20,17,REV,20020108,1899,Qtr 4,December,31,18,21,KHI,MCT,I,DL02
BCD,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,226,1899,Qtr 4,December,31,22,54,1,1899,Qtr 4,December,31,21,30,1899,Qtr 4,December,31,22,48,REV,20020108,1899,Qtr 4,December,31,21,15,MCT,KHI,I,DL02
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,226,1899,Qtr 4,December,31,23,50,1,1899,Qtr 4,December,31,22,10,1899,Qtr 4,December,31,23,40,REV,20020103,1899,Qtr 4,December,31,22,5,MCT,KHI,I,DL14
BCD,1899,Qtr 4,December,31,20020103,1899,Qtr 4,December,31,237,1899,Qtr 4,December,31,22,26,1,1899,Qtr 4,December,31,20,16,1899,Qtr 4,December,31,22,19,REV,20020102,1899,Qtr 4,December,31,20,4,KHI,AUH,I,DL01
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,243,1899,Qtr 4,December,31,6,28,1,1899,Qtr 4,December,31,3,38,1899,Qtr 4,December,31,6,22,REV,20020107,1899,Qtr 4,December,31,3,30,KHI,DMM,I,DL14
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,244,1899,Qtr 4,December,31,10,25,1,1899,Qtr 4,December,31,8,4,1899,Qtr 4,December,31,10,18,REV,20020107,1899,Qtr 4,December,31,7,55,DMM,KHI,I,DL14
BCD,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,281,1899,Qtr 4,December,31,18,40,1,1899,Qtr 4,December,31,15,53,1899,Qtr 4,December,31,18,36,REV,20020110,1899,Qtr 4,December,31,15,40,KHI,BAH,I,DL48
BCD,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,282,1899,Qtr 4,December,31,20,10,1,1899,Qtr 4,December,31,19,41,1899,Qtr 4,December,31,20,5,REV,20020110,1899,Qtr 4,December,31,19,30,BAH,DOH,I,DL48
BCD,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,282,1899,Qtr 4,December,31,23,15,1,1899,Qtr 4,December,31,21,20,1899,Qtr 4,December,31,23,10,REV,20020110,1899,Qtr 4,December,31,21,10,DOH,KHI,I,DL48
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,283,1899,Qtr 4,December,31,15,30,1,1899,Qtr 4,December,31,14,45,1899,Qtr 4,December,31,15,25,REV,20020106,1899,Qtr 4,December,31,14,30,LHE,PEW,D,DL14
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,283,1899,Qtr 4,December,31,20,38,1,1899,Qtr 4,December,31,16,27,1899,Qtr 4,December,31,20,30,REV,20020106,1899,Qtr 4,December,31,16,13,PEW,DOH,I,DL14
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,285,1899,Qtr 4,December,31,18,2,1,1899,Qtr 4,December,31,17,27,1899,Qtr 4,December,31,17,57,REV,20020104,1899,Qtr 4,December,31,17,17,ISB,PEW,D,DL14
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,285,1899,Qtr 4,December,31,23,5,1,1899,Qtr 4,December,31,18,53,1899,Qtr 4,December,31,23,0,REV,20020104,1899,Qtr 4,December,31,18,40,PEW,DOH,I,DL14
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,286,1899,Qtr 4,December,31,4,10,1,1899,Qtr 4,December,31,0,15,1899,Qtr 4,December,31,4,0,REV,20020105,1899,Qtr 4,December,31,0,1,DOH,PEW,D,DL14
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,286,1899,Qtr 4,December,31,5,30,1,1899,Qtr 4,December,31,4,57,1899,Qtr 4,December,31,5,25,REV,20020105,1899,Qtr 4,December,31,4,50,PEW,ISB,D,DL14
BCD,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,307,1899,Qtr 4,December,31,18,24,1,1899,Qtr 4,December,31,16,38,1899,Qtr 4,December,31,18,19,REV,20020111,1899,Qtr 4,December,31,16,24,LHE,KHI,D,DL45
BCD,1899,Qtr 4,December,31,40040216,1899,Qtr 4,December,31,322,1899,Qtr 4,December,31,25,74,2,1899,Qtr 4,December,31,23,42,1899,Qtr 4,December,31,25,59,REV,40040211,1899,Qtr 4,December,31,23,31,UET,LHE,D,DL14
BCD,1899,Qtr 4,December,31,40040216,1899,Qtr 4,December,31,323,1899,Qtr 4,December,31,21,83,2,1899,Qtr 4,December,31,19,53,1899,Qtr 4,December,31,21,73,REV,40040211,1899,Qtr 4,December,31,18,83,LHE,UET,D,DL14
BCD,1899,Qtr 4,December,31,40040221,1899,Qtr 4,December,31,324,1899,Qtr 4,December,31,9,59,2,1899,Qtr 4,December,31,6,96,1899,Qtr 4,December,31,9,50,REV,40040219,1899,Qtr 4,December,31,6,64,KHI,UET,D,DL48
BCD,1899,Qtr 4,December,31,40040221,1899,Qtr 4,December,31,324,1899,Qtr 4,December,31,14,58,2,1899,Qtr 4,December,31,11,54,1899,Qtr 4,December,31,14,45,REV,40040219,1899,Qtr 4,December,31,11,39,UET,ISB,D,DL48
BCD,1899,Qtr 4,December,31,40040221,1899,Qtr 4,December,31,325,1899,Qtr 4,December,31,19,91,2,1899,Qtr 4,December,31,16,53,1899,Qtr 4,December,31,19,79,REV,40040219,1899,Qtr 4,December,31,15,86,ISB,UET,D,DL48
BCD,1899,Qtr 4,December,31,40040221,1899,Qtr 4,December,31,325,1899,Qtr 4,December,31,23,74,2,1899,Qtr 4,December,31,21,58,1899,Qtr 4,December,31,23,63,REV,40040219,1899,Qtr 4,December,31,21,48,UET,KHI,D,DL48
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,328,1899,Qtr 4,December,31,19,43,1,1899,Qtr 4,December,31,18,14,1899,Qtr 4,December,31,19,36,REV,20020107,1899,Qtr 4,December,31,18,3,KHI,LYP,D,DL14
BCD,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,328,1899,Qtr 4,December,31,16,43,1,1899,Qtr 4,December,31,15,20,1899,Qtr 4,December,31,16,38,REV,20020109,1899,Qtr 4,December,31,15,0,KHI,LYP,D,DL48
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,329,1899,Qtr 4,December,31,21,50,1,1899,Qtr 4,December,31,20,21,1899,Qtr 4,December,31,21,42,REV,20020107,1899,Qtr 4,December,31,20,15,LYP,KHI,D,DL14
BCD,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,329,1899,Qtr 4,December,31,18,9,1,1899,Qtr 4,December,31,17,26,1899,Qtr 4,December,31,18,2,REV,20020109,1899,Qtr 4,December,31,17,20,LYP,MUX,D,DL48
BCD,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,329,1899,Qtr 4,December,31,20,10,1,1899,Qtr 4,December,31,18,52,1899,Qtr 4,December,31,20,2,REV,20020109,1899,Qtr 4,December,31,18,45,MUX,KHI,D,DL48
BCD,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,330,1899,Qtr 4,December,31,8,35,1,1899,Qtr 4,December,31,7,20,1899,Qtr 4,December,31,8,28,REV,20020108,1899,Qtr 4,December,31,7,8,KHI,MUX,D,DL02
BCD,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,331,1899,Qtr 4,December,31,10,34,1,1899,Qtr 4,December,31,9,21,1899,Qtr 4,December,31,10,29,REV,20020108,1899,Qtr 4,December,31,9,15,MUX,KHI,D,DL02
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,370,1899,Qtr 4,December,31,15,59,1,1899,Qtr 4,December,31,14,17,1899,Qtr 4,December,31,15,54,REV,20020104,1899,Qtr 4,December,31,14,3,KHI,ISB,D,DL14
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,381,1899,Qtr 4,December,31,8,50,1,1899,Qtr 4,December,31,7,54,1899,Qtr 4,December,31,8,40,REV,20020105,1899,Qtr 4,December,31,7,44,ISB,LHE,D,DL14
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,396,1899,Qtr 4,December,31,13,39,1,1899,Qtr 4,December,31,12,21,1899,Qtr 4,December,31,13,32,REV,20020107,1899,Qtr 4,December,31,12,12,KHI,MUX,D,DL14
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,396,1899,Qtr 4,December,31,14,58,1,1899,Qtr 4,December,31,14,22,1899,Qtr 4,December,31,14,53,REV,20020107,1899,Qtr 4,December,31,14,15,MUX,LYP,D,DL14
BCD,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,3962,1899,Qtr 4,December,31,9,55,1,1899,Qtr 4,December,31,8,18,1899,Qtr 4,December,31,9,50,REV,20020102,1899,Qtr 4,December,31,8,3,KHI,LYP,D,DL04
BCD,1899,Qtr 4,December,31,20020113,1899,Qtr 4,December,31,3962,1899,Qtr 4,December,31,9,58,1,1899,Qtr 4,December,31,8,31,1899,Qtr 4,December,31,9,53,REV,20020104,1899,Qtr 4,December,31,8,10,KHI,LYP,D,DL10
BCD,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,397,1899,Qtr 4,December,31,17,2,1,1899,Qtr 4,December,31,15,41,1899,Qtr 4,December,31,16,55,REV,20020107,1899,Qtr 4,December,31,15,36,LYP,KHI,D,DL14
BCD,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,3972,1899,Qtr 4,December,31,12,15,1,1899,Qtr 4,December,31,10,41,1899,Qtr 4,December,31,12,4,REV,20020102,1899,Qtr 4,December,31,10,31,LYP,KHI,D,DL04
BCD,1899,Qtr 4,December,31,20020113,1899,Qtr 4,December,31,3972,1899,Qtr 4,December,31,12,14,1,1899,Qtr 4,December,31,10,45,1899,Qtr 4,December,31,12,9,REV,20020104,1899,Qtr 4,December,31,10,40,LYP,KHI,D,DL10
BCD,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,IISD,1899,Qtr 4,December,31,0,0,0,1899,Qtr 4,December,31,0,0,1899,Qtr 4,December,31,0,0,,20020101,1899,Qtr 4,December,31,0,0,KHI,KHI,,DL04
BCF,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,203,1899,Qtr 4,December,31,21,16,1,1899,Qtr 4,December,31,19,42,1899,Qtr 4,December,31,21,11,REV,20020110,1899,Qtr 4,December,31,19,28,KHI,MCT,I,DL35
BCF,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,226,1899,Qtr 4,December,31,23,30,1,1899,Qtr 4,December,31,22,10,1899,Qtr 4,December,31,23,25,REV,20020110,1899,Qtr 4,December,31,22,2,MCT,KHI,I,DL35
BCF,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,229,1899,Qtr 4,December,31,19,45,1,1899,Qtr 4,December,31,16,30,1899,Qtr 4,December,31,19,40,REV,20020109,1899,Qtr 4,December,31,16,25,LHE,MCT,I,DL45
BCF,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,230,1899,Qtr 4,December,31,23,19,1,1899,Qtr 4,December,31,20,35,1899,Qtr 4,December,31,23,13,REV,20020109,1899,Qtr 4,December,31,20,30,MCT,LHE,I,DL45
BCF,1899,Qtr 4,December,31,20020107,1899,Qtr 4,December,31,3002,1899,Qtr 4,December,31,4,7,1,1899,Qtr 4,December,31,2,8,1899,Qtr 4,December,31,3,56,REV,20020107,1899,Qtr 4,December,31,1,58,KHI,ISB,D,DL48
BCF,1899,Qtr 4,December,31,20020107,1899,Qtr 4,December,31,3012,1899,Qtr 4,December,31,7,15,1,1899,Qtr 4,December,31,5,25,1899,Qtr 4,December,31,7,6,REV,20020107,1899,Qtr 4,December,31,5,10,ISB,KHI,D,DL48
