AC_REG,Year,Quarter,Month,Day,ENTRY_DATE,Year,Quarter,Month,Day,FLT_NO,Year,Quarter,Month,Day,IN_HRS,IN_MNT,LNDGS,Year,Quarter,Month,Day,OFF_HRS,OFF_MNT,Year,Quarter,Month,Day,ON_HRS,ON_MNT,OPS_CODE,OPS_DATE,Year,Quarter,Month,Day,OUT_HRS,OUT_MNT,STN_FROM,STN_TO,TYPE_CODE,USER_ID
BAK,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,309,1899,Qtr 4,December,31,16,5,1,1899,Qtr 4,December,31,14,20,1899,Qtr 4,December,31,16,0,REV,20020108,1899,Qtr 4,December,31,14,4,ISB,KHI,D,DL48
BAK,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,721,1899,Qtr 4,December,31,8,48,1,1899,Qtr 4,December,31,0,24,1899,Qtr 4,December,31,8,35,REV,20020102,1899,Qtr 4,December,31,0,1,KHI,MAN,I,DL04
BAK,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,721,1899,Qtr 4,December,31,8,49,1,1899,Qtr 4,December,31,0,27,1899,Qtr 4,December,31,8,37,REV,20020109,1899,Qtr 4,December,31,0,4,KHI,MAN,I,DL48
BAK,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,721,1899,Qtr 4,December,31,19,2,1,1899,Qtr 4,December,31,11,16,1899,Qtr 4,December,31,18,10,REV,20020102,1899,Qtr 4,December,31,10,48,MAN,JFK,I,DL04
BAK,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,721,1899,Qtr 4,December,31,17,58,1,1899,Qtr 4,December,31,11,0,1899,Qtr 4,December,31,17,46,REV,20020109,1899,Qtr 4,December,31,10,38,MAN,JFK,I,DL48
BAK,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,722,1899,Qtr 4,December,31,11,42,1,1899,Qtr 4,December,31,5,25,1899,Qtr 4,December,31,11,30,REV,20020103,1899,Qtr 4,December,31,4,45,JFK,MAN,I,DL04
BAK,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,722,1899,Qtr 4,December,31,8,3,1,1899,Qtr 4,December,31,1,44,1899,Qtr 4,December,31,7,53,REV,20020110,1899,Qtr 4,December,31,1,16,JFK,MAN,I,DL48
BAK,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,722,1899,Qtr 4,December,31,21,50,1,1899,Qtr 4,December,31,14,10,1899,Qtr 4,December,31,21,41,REV,20020103,1899,Qtr 4,December,31,13,47,MAN,KHI,I,DL04
BAK,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,722,1899,Qtr 4,December,31,17,52,1,1899,Qtr 4,December,31,10,16,1899,Qtr 4,December,31,17,43,REV,20020110,1899,Qtr 4,December,31,9,57,MAN,KHI,I,DL48
BAK,1899,Qtr 4,December,31,20020107,1899,Qtr 4,December,31,787,1899,Qtr 4,December,31,14,10,1,1899,Qtr 4,December,31,5,51,1899,Qtr 4,December,31,14,0,REV,20020106,1899,Qtr 4,December,31,5,34,KHI,LHR,I,DL04
BAK,1899,Qtr 4,December,31,20020105,1899,Qtr 4,December,31,787,1899,Qtr 4,December,31,14,24,1,1899,Qtr 4,December,31,6,17,1899,Qtr 4,December,31,14,13,REV,20020104,1899,Qtr 4,December,31,5,57,KHI,LHR,I,DL18
BAK,1899,Qtr 4,December,31,20020112,1899,Qtr 4,December,31,787,1899,Qtr 4,December,31,13,31,1,1899,Qtr 4,December,31,5,26,1899,Qtr 4,December,31,13,26,REV,20020111,1899,Qtr 4,December,31,5,9,KHI,LHR,I,DL49
BAK,1899,Qtr 4,December,31,40040211,1899,Qtr 4,December,31,IISD,1899,Qtr 4,December,31,0,0,0,1899,Qtr 4,December,31,0,0,1899,Qtr 4,December,31,0,0,,40040206,1899,Qtr 4,December,31,0,0,KHI,KHI,,DL04
BAL,1899,Qtr 4,December,31,20020103,1899,Qtr 4,December,31,381D,1899,Qtr 4,December,31,10,10,1,1899,Qtr 4,December,31,9,15,1899,Qtr 4,December,31,10,5,REV,20020103,1899,Qtr 4,December,31,9,10,ISB,LHE,D,DL28
BAL,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,385,1899,Qtr 4,December,31,6,10,1,1899,Qtr 4,December,31,5,10,1899,Qtr 4,December,31,6,5,REV,20020107,1899,Qtr 4,December,31,5,0,ISB,LHE,D,DL28
BAL,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,385,1899,Qtr 4,December,31,7,50,1,1899,Qtr 4,December,31,6,40,1899,Qtr 4,December,31,7,45,REV,20020107,1899,Qtr 4,December,31,6,35,LHE,MUX,D,DL28
BAL,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,386,1899,Qtr 4,December,31,9,25,1,1899,Qtr 4,December,31,8,20,1899,Qtr 4,December,31,9,20,REV,20020107,1899,Qtr 4,December,31,8,15,MUX,LHE,D,DL28
BAL,1899,Qtr 4,December,31,20020106,1899,Qtr 4,December,31,603,1899,Qtr 4,December,31,7,0,1,1899,Qtr 4,December,31,6,0,1899,Qtr 4,December,31,6,54,REV,20020106,1899,Qtr 4,December,31,5,49,ISB,LHE,D,DL05
BAL,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,603,1899,Qtr 4,December,31,6,50,1,1899,Qtr 4,December,31,5,50,1899,Qtr 4,December,31,6,42,REV,20020109,1899,Qtr 4,December,31,5,45,ISB,LHE,D,DL26
BAL,1899,Qtr 4,December,31,20020106,1899,Qtr 4,December,31,603,1899,Qtr 4,December,31,9,20,1,1899,Qtr 4,December,31,8,10,1899,Qtr 4,December,31,9,15,REV,20020106,1899,Qtr 4,December,31,8,0,LHE,BHV,D,DL05
BAL,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,603,1899,Qtr 4,December,31,8,35,1,1899,Qtr 4,December,31,7,26,1899,Qtr 4,December,31,8,30,REV,20020109,1899,Qtr 4,December,31,7,15,LHE,BHV,D,DL26
BAL,1899,Qtr 4,December,31,20020106,1899,Qtr 4,December,31,604,1899,Qtr 4,December,31,11,0,1,1899,Qtr 4,December,31,9,54,1899,Qtr 4,December,31,10,55,REV,20020106,1899,Qtr 4,December,31,9,45,BHV,LHE,D,DL05
BAL,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,604,1899,Qtr 4,December,31,10,13,1,1899,Qtr 4,December,31,9,9,1899,Qtr 4,December,31,10,5,REV,20020109,1899,Qtr 4,December,31,9,0,BHV,LHE,D,DL26
BAL,1899,Qtr 4,December,31,20020106,1899,Qtr 4,December,31,604,1899,Qtr 4,December,31,12,30,1,1899,Qtr 4,December,31,11,35,1899,Qtr 4,December,31,12,25,REV,20020106,1899,Qtr 4,December,31,11,25,LHE,ISB,D,DL05
BAL,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,604,1899,Qtr 4,December,31,11,48,1,1899,Qtr 4,December,31,10,56,1899,Qtr 4,December,31,11,44,REV,20020109,1899,Qtr 4,December,31,10,40,LHE,ISB,D,DL26
BAL,1899,Qtr 4,December,31,20020103,1899,Qtr 4,December,31,604,1899,Qtr 4,December,31,12,15,1,1899,Qtr 4,December,31,11,27,1899,Qtr 4,December,31,12,10,REV,20020103,1899,Qtr 4,December,31,11,20,LHE,ISB,D,DL28
BAL,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,605,1899,Qtr 4,December,31,3,25,1,1899,Qtr 4,December,31,2,27,1899,Qtr 4,December,31,3,20,REV,20020111,1899,Qtr 4,December,31,2,15,ISB,GIL,D,D207
BAL,1899,Qtr 4,December,31,20020106,1899,Qtr 4,December,31,605,1899,Qtr 4,December,31,3,35,1,1899,Qtr 4,December,31,2,31,1899,Qtr 4,December,31,3,30,REV,20020106,1899,Qtr 4,December,31,2,19,ISB,GIL,D,DL05
BAL,1899,Qtr 4,December,31,40040219,1899,Qtr 4,December,31,605,1899,Qtr 4,December,31,7,34,2,1899,Qtr 4,December,31,5,29,1899,Qtr 4,December,31,7,24,REV,40040219,1899,Qtr 4,December,31,4,74,ISB,GIL,D,DL26
BAL,1899,Qtr 4,December,31,20020105,1899,Qtr 4,December,31,605,1899,Qtr 4,December,31,3,25,1,1899,Qtr 4,December,31,2,18,1899,Qtr 4,December,31,3,20,REV,20020105,1899,Qtr 4,December,31,2,10,ISB,GIL,D,DL28
BAL,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,606,1899,Qtr 4,December,31,4,50,1,1899,Qtr 4,December,31,3,52,1899,Qtr 4,December,31,4,45,REV,20020111,1899,Qtr 4,December,31,3,45,GIL,ISB,D,D207
BAL,1899,Qtr 4,December,31,20020106,1899,Qtr 4,December,31,606,1899,Qtr 4,December,31,4,59,1,1899,Qtr 4,December,31,4,0,1899,Qtr 4,December,31,4,54,REV,20020106,1899,Qtr 4,December,31,3,55,GIL,ISB,D,DL05
BAL,1899,Qtr 4,December,31,40040219,1899,Qtr 4,December,31,606,1899,Qtr 4,December,31,9,90,2,1899,Qtr 4,December,31,7,86,1899,Qtr 4,December,31,9,80,REV,40040219,1899,Qtr 4,December,31,7,74,GIL,ISB,D,DL26
BAL,1899,Qtr 4,December,31,20020105,1899,Qtr 4,December,31,606,1899,Qtr 4,December,31,4,55,1,1899,Qtr 4,December,31,3,52,1899,Qtr 4,December,31,4,50,REV,20020105,1899,Qtr 4,December,31,3,45,GIL,ISB,D,DL28
BAL,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,609,1899,Qtr 4,December,31,13,35,1,1899,Qtr 4,December,31,12,16,1899,Qtr 4,December,31,13,26,REV,20020102,1899,Qtr 4,December,31,12,10,PEW,LHE,D,DL26
BAL,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,610,1899,Qtr 4,December,31,16,0,1,1899,Qtr 4,December,31,14,35,1899,Qtr 4,December,31,15,56,REV,20020102,1899,Qtr 4,December,31,14,20,LHE,PEW,D,DL26
BAL,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,611,1899,Qtr 4,December,31,7,20,1,1899,Qtr 4,December,31,6,15,1899,Qtr 4,December,31,7,15,REV,20020110,1899,Qtr 4,December,31,6,10,ISB,GIL,D,DL26
BAL,1899,Qtr 4,December,31,20020105,1899,Qtr 4,December,31,611,1899,Qtr 4,December,31,6,36,1,1899,Qtr 4,December,31,5,35,1899,Qtr 4,December,31,6,31,REV,20020105,1899,Qtr 4,December,31,5,28,ISB,GIL,D,DL28
BAL,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,612,1899,Qtr 4,December,31,8,55,1,1899,Qtr 4,December,31,7,50,1899,Qtr 4,December,31,8,50,REV,20020110,1899,Qtr 4,December,31,7,40,GIL,ISB,D,DL26
BAL,1899,Qtr 4,December,31,20020105,1899,Qtr 4,December,31,612,1899,Qtr 4,December,31,8,9,1,1899,Qtr 4,December,31,7,1,1899,Qtr 4,December,31,8,4,REV,20020105,1899,Qtr 4,December,31,6,56,GIL,ISB,D,DL28
BAL,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,613,1899,Qtr 4,December,31,15,40,1,1899,Qtr 4,December,31,14,35,1899,Qtr 4,December,31,15,35,REV,20020109,1899,Qtr 4,December,31,14,30,ISB,LHE,D,DL26
BAL,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,614,1899,Qtr 4,December,31,17,5,1,1899,Qtr 4,December,31,16,10,1899,Qtr 4,December,31,17,0,REV,20020109,1899,Qtr 4,December,31,16,0,LHE,ISB,D,DL26
BAL,1899,Qtr 4,December,31,20020103,1899,Qtr 4,December,31,615,1899,Qtr 4,December,31,16,15,1,1899,Qtr 4,December,31,14,35,1899,Qtr 4,December,31,16,10,ATB,20020103,1899,Qtr 4,December,31,14,30,ISB,ISB,,DL28
BAL,1899,Qtr 4,December,31,20020108,1899,Qtr 4,December,31,616,1899,Qtr 4,December,31,17,45,1,1899,Qtr 4,December,31,16,26,1899,Qtr 4,December,31,17,40,REV,20020107,1899,Qtr 4,December,31,16,13,LHE,ISB,D,DL28
BAL,1899,Qtr 4,December,31,20020101,1899,Qtr 4,December,31,662,1899,Qtr 4,December,31,5,24,1,1899,Qtr 4,December,31,4,38,1899,Qtr 4,December,31,5,20,REV,20020101,1899,Qtr 4,December,31,4,29,PEW,CJL,D,DL26
BAL,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,662,1899,Qtr 4,December,31,5,32,1,1899,Qtr 4,December,31,4,50,1899,Qtr 4,December,31,5,28,REV,20020104,1899,Qtr 4,December,31,4,43,PEW,CJL,D,DL28
BAL,1899,Qtr 4,December,31,20020101,1899,Qtr 4,December,31,663,1899,Qtr 4,December,31,6,30,1,1899,Qtr 4,December,31,5,48,1899,Qtr 4,December,31,6,26,REV,20020101,1899,Qtr 4,December,31,5,40,CJL,PEW,D,DL26
BAL,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,663,1899,Qtr 4,December,31,8,12,1,1899,Qtr 4,December,31,7,9,1899,Qtr 4,December,31,8,8,REV,20020104,1899,Qtr 4,December,31,7,0,CJL,PEW,D,DL28
BAL,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,680,1899,Qtr 4,December,31,11,5,1,1899,Qtr 4,December,31,10,5,1899,Qtr 4,December,31,10,58,REV,20020110,1899,Qtr 4,December,31,10,0,ISB,LHE,D,DL26
BAL,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,680,1899,Qtr 4,December,31,12,54,1,1899,Qtr 4,December,31,11,42,1899,Qtr 4,December,31,12,49,REV,20020110,1899,Qtr 4,December,31,11,30,LHE,MUX,D,DL26
BAL,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,681,1899,Qtr 4,December,31,16,9,1,1899,Qtr 4,December,31,15,18,1899,Qtr 4,December,31,16,5,REV,20020110,1899,Qtr 4,December,31,14,55,LHE,ISB,D,DL26
BAL,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,681,1899,Qtr 4,December,31,14,25,1,1899,Qtr 4,December,31,13,19,1899,Qtr 4,December,31,14,19,REV,20020110,1899,Qtr 4,December,31,13,15,MUX,LHE,D,DL26
BAL,1899,Qtr 4,December,31,60060311,1899,Qtr 4,December,31,682,1899,Qtr 4,December,31,11,55,3,1899,Qtr 4,December,31,9,64,1899,Qtr 4,December,31,9,161,REV,60060311,1899,Qtr 4,December,31,9,42,ISB,PEW,D,DL26
BAL,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,682,1899,Qtr 4,December,31,4,17,1,1899,Qtr 4,December,31,3,30,1899,Qtr 4,December,31,4,12,REV,20020104,1899,Qtr 4,December,31,3,18,ISB,PEW,D,DL28
BAL,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,683,1899,Qtr 4,December,31,17,0,1,1899,Qtr 4,December,31,16,20,1899,Qtr 4,December,31,16,56,REV,20020102,1899,Qtr 4,December,31,16,15,PEW,ISB,D,DL26
BAL,1899,Qtr 4,December,31,40040209,1899,Qtr 4,December,31,685,1899,Qtr 4,December,31,20,67,2,1899,Qtr 4,December,31,18,101,1899,Qtr 4,December,31,20,57,REV,40040209,1899,Qtr 4,December,31,18,91,PEW,ISB,D,DL26
BAL,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,685,1899,Qtr 4,December,31,10,33,1,1899,Qtr 4,December,31,9,58,1899,Qtr 4,December,31,10,28,REV,20020104,1899,Qtr 4,December,31,9,50,PEW,ISB,D,DL28
BAO,1899,Qtr 4,December,31,220221364,1899,Qtr 4,December,31,OOSD,1899,Qtr 4,December,31,0,0,0,1899,Qtr 4,December,31,0,0,1899,Qtr 4,December,31,0,0,,220221166,1899,Qtr 4,December,31,0,0,KHI,KHI,,DL48
BAT,1899,Qtr 4,December,31,220221243,1899,Qtr 4,December,31,OOSD,1899,Qtr 4,December,31,0,0,0,1899,Qtr 4,December,31,0,0,1899,Qtr 4,December,31,0,0,,220221166,1899,Qtr 4,December,31,0,0,KHI,KHI,,DL04
BCA,1899,Qtr 4,December,31,220221342,1899,Qtr 4,December,31,OOSD,1899,Qtr 4,December,31,0,0,0,1899,Qtr 4,December,31,0,0,1899,Qtr 4,December,31,0,0,,220221166,1899,Qtr 4,December,31,0,0,KHI,KHI,,DL48
BCB,1899,Qtr 4,December,30,20020107,1899,Qtr 4,December,30,201,1899,Qtr 4,December,31,0,5,1,1899,Qtr 4,December,31,21,8,1899,Qtr 4,December,31,0,0,REV,20020105,1899,Qtr 4,December,31,20,55,KHI,DMM,I,DL01
BCB,1899,Qtr 4,December,30,20020109,1899,Qtr 4,December,30,258,1899,Qtr 4,December,31,1,24,1,1899,Qtr 4,December,31,22,7,1899,Qtr 4,December,31,1,17,REV,20020107,1899,Qtr 4,December,31,21,54,AUH,ISB,I,DL02
BCB,1899,Qtr 4,December,31,20020107,1899,Qtr 4,December,31,202,1899,Qtr 4,December,31,8,20,1,1899,Qtr 4,December,31,4,55,1899,Qtr 4,December,31,8,15,REV,20020106,1899,Qtr 4,December,31,4,43,DMM,LHE,I,DL01
BCB,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,229,1899,Qtr 4,December,31,19,33,1,1899,Qtr 4,December,31,16,40,1899,Qtr 4,December,31,19,29,REV,20020102,1899,Qtr 4,December,31,16,22,LHE,MCT,I,DL01
BCB,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,230,1899,Qtr 4,December,31,23,48,1,1899,Qtr 4,December,31,20,57,1899,Qtr 4,December,31,23,40,REV,20020102,1899,Qtr 4,December,31,20,45,MCT,ISB,I,DL01
BCB,1899,Qtr 4,December,31,20020105,1899,Qtr 4,December,31,235,1899,Qtr 4,December,31,9,27,1,1899,Qtr 4,December,31,7,16,1899,Qtr 4,December,31,9,23,REV,20020105,1899,Qtr 4,December,31,7,0,KHI,AUH,I,DL02
BCB,1899,Qtr 4,December,31,20020105,1899,Qtr 4,December,31,236,1899,Qtr 4,December,31,12,0,1,1899,Qtr 4,December,31,10,19,1899,Qtr 4,December,31,11,55,REV,20020105,1899,Qtr 4,December,31,10,5,AUH,KHI,I,DL02
BCB,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,241,1899,Qtr 4,December,31,19,23,1,1899,Qtr 4,December,31,16,13,1899,Qtr 4,December,31,19,15,REV,20020109,1899,Qtr 4,December,31,15,58,KHI,DMM,I,DL48
BCB,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,242,1899,Qtr 4,December,31,14,40,1,1899,Qtr 4,December,31,12,29,1899,Qtr 4,December,31,14,34,REV,20020104,1899,Qtr 4,December,31,12,19,DMM,KHI,I,DL01
BCB,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,242,1899,Qtr 4,December,31,22,49,1,1899,Qtr 4,December,31,20,33,1899,Qtr 4,December,31,22,42,REV,20020109,1899,Qtr 4,December,31,20,20,DMM,KHI,I,DL48
BCB,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,245,1899,Qtr 4,December,31,11,35,1,1899,Qtr 4,December,31,7,18,1899,Qtr 4,December,31,11,30,REV,20020104,1899,Qtr 4,December,31,7,2,LHE,DMM,I,DL01
BCB,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,257,1899,Qtr 4,December,31,20,45,1,1899,Qtr 4,December,31,17,3,1899,Qtr 4,December,31,20,40,REV,20020107,1899,Qtr 4,December,31,16,49,ISB,AUH,I,DL02
BCB,1899,Qtr 4,December,31,20020113,1899,Qtr 4,December,31,285,1899,Qtr 4,December,31,18,10,1,1899,Qtr 4,December,31,17,30,1899,Qtr 4,December,31,18,4,REV,20020111,1899,Qtr 4,December,31,17,20,ISB,PEW,D,DL18
BCB,1899,Qtr 4,December,31,20020113,1899,Qtr 4,December,31,285,1899,Qtr 4,December,31,23,33,1,1899,Qtr 4,December,31,19,0,1899,Qtr 4,December,31,23,29,REV,20020111,1899,Qtr 4,December,31,18,48,PEW,DOH,I,DL18
BCB,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,319,1899,Qtr 4,December,31,18,56,1,1899,Qtr 4,December,31,17,10,1899,Qtr 4,December,31,18,51,REV,20020108,1899,Qtr 4,December,31,16,59,ISB,KHI,D,DL02
BCB,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,319,1899,Qtr 4,December,31,18,59,1,1899,Qtr 4,December,31,17,13,1899,Qtr 4,December,31,18,54,REV,20020101,1899,Qtr 4,December,31,17,2,ISB,KHI,D,DL48
BCB,1899,Qtr 4,December,31,20020107,1899,Qtr 4,December,31,321,1899,Qtr 4,December,31,11,0,1,1899,Qtr 4,December,31,9,35,1899,Qtr 4,December,31,10,52,REV,20020106,1899,Qtr 4,December,31,9,15,LHE,UET,D,DL01
BCB,1899,Qtr 4,December,31,20020107,1899,Qtr 4,December,31,321,1899,Qtr 4,December,31,12,46,1,1899,Qtr 4,December,31,11,38,1899,Qtr 4,December,31,12,40,REV,20020106,1899,Qtr 4,December,31,11,28,UET,KHI,D,DL01
BCB,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,322,1899,Qtr 4,December,31,12,53,1,1899,Qtr 4,December,31,11,34,1899,Qtr 4,December,31,12,45,REV,20020102,1899,Qtr 4,December,31,11,29,UET,LHE,D,DL01
BCB,1899,Qtr 4,December,31,20020104,1899,Qtr 4,December,31,323,1899,Qtr 4,December,31,10,50,1,1899,Qtr 4,December,31,9,36,1899,Qtr 4,December,31,10,46,REV,20020102,1899,Qtr 4,December,31,9,23,LHE,UET,D,DL01
BCB,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,328,1899,Qtr 4,December,31,16,34,1,1899,Qtr 4,December,31,15,10,1899,Qtr 4,December,31,16,28,REV,20020110,1899,Qtr 4,December,31,15,0,KHI,LYP,D,DL48
BCB,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,329,1899,Qtr 4,December,31,18,4,1,1899,Qtr 4,December,31,17,24,1899,Qtr 4,December,31,17,57,REV,20020110,1899,Qtr 4,December,31,17,17,LYP,MUX,D,DL48
BCB,1899,Qtr 4,December,31,20020111,1899,Qtr 4,December,31,329,1899,Qtr 4,December,31,20,5,1,1899,Qtr 4,December,31,18,49,1899,Qtr 4,December,31,19,57,REV,20020110,1899,Qtr 4,December,31,18,42,MUX,KHI,D,DL48
BCB,1899,Qtr 4,December,31,40040221,1899,Qtr 4,December,31,330,1899,Qtr 4,December,31,10,57,2,1899,Qtr 4,December,31,8,32,1899,Qtr 4,December,31,10,44,REV,40040219,1899,Qtr 4,December,31,8,10,KHI,MUX,D,DL48
BCB,1899,Qtr 4,December,31,40040221,1899,Qtr 4,December,31,331,1899,Qtr 4,December,31,14,64,2,1899,Qtr 4,December,31,12,28,1899,Qtr 4,December,31,14,54,REV,40040219,1899,Qtr 4,December,31,12,15,MUX,KHI,D,DL48
BCB,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,356,1899,Qtr 4,December,31,9,36,1,1899,Qtr 4,December,31,8,55,1899,Qtr 4,December,31,9,30,REV,20020107,1899,Qtr 4,December,31,8,43,LHE,ISB,D,DL02
BCB,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,356,1899,Qtr 4,December,31,9,58,1,1899,Qtr 4,December,31,9,17,1899,Qtr 4,December,31,9,48,REV,20020101,1899,Qtr 4,December,31,9,3,LHE,ISB,D,DL48
BCB,1899,Qtr 4,December,31,20020113,1899,Qtr 4,December,31,362,1899,Qtr 4,December,31,23,59,1,1899,Qtr 4,December,31,22,9,1899,Qtr 4,December,31,23,51,REV,20020110,1899,Qtr 4,December,31,21,59,KHI,ISB,D,DL18
BCB,1899,Qtr 4,December,31,40040208,1899,Qtr 4,December,31,381,1899,Qtr 4,December,31,17,45,2,1899,Qtr 4,December,31,15,75,1899,Qtr 4,December,31,17,34,REV,40040205,1899,Qtr 4,December,31,15,44,ISB,LHE,D,DL01
BCB,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,381,1899,Qtr 4,December,31,8,20,1,1899,Qtr 4,December,31,7,37,1899,Qtr 4,December,31,8,9,REV,20020101,1899,Qtr 4,December,31,7,24,ISB,LHE,D,DL48
BCB,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,385,1899,Qtr 4,December,31,4,29,1,1899,Qtr 4,December,31,3,48,1899,Qtr 4,December,31,4,24,REV,20020108,1899,Qtr 4,December,31,3,34,ISB,LHE,D,DL02
BCB,1899,Qtr 4,December,31,20020113,1899,Qtr 4,December,31,385,1899,Qtr 4,December,31,4,3,1,1899,Qtr 4,December,31,3,21,1899,Qtr 4,December,31,3,57,REV,20020111,1899,Qtr 4,December,31,3,2,ISB,LHE,D,DL18
BCB,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,385,1899,Qtr 4,December,31,7,28,1,1899,Qtr 4,December,31,6,45,1899,Qtr 4,December,31,7,21,REV,20020108,1899,Qtr 4,December,31,6,29,LHE,MUX,D,DL02
BCB,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,386,1899,Qtr 4,December,31,10,19,1,1899,Qtr 4,December,31,9,38,1899,Qtr 4,December,31,10,15,REV,20020108,1899,Qtr 4,December,31,9,26,LHE,ISB,D,DL02
BCB,1899,Qtr 4,December,31,20020113,1899,Qtr 4,December,31,386,1899,Qtr 4,December,31,9,7,1,1899,Qtr 4,December,31,8,30,1899,Qtr 4,December,31,9,2,REV,20020111,1899,Qtr 4,December,31,8,15,LHE,ISB,D,DL18
BCB,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,386,1899,Qtr 4,December,31,8,54,1,1899,Qtr 4,December,31,8,8,1899,Qtr 4,December,31,8,45,REV,20020108,1899,Qtr 4,December,31,8,8,MUX,LHE,D,DL02
BCB,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,387,1899,Qtr 4,December,31,12,6,1,1899,Qtr 4,December,31,11,24,1899,Qtr 4,December,31,11,59,REV,20020108,1899,Qtr 4,December,31,11,2,ISB,LHE,D,DL02
BCB,1899,Qtr 4,December,31,20020113,1899,Qtr 4,December,31,387,1899,Qtr 4,December,31,10,54,1,1899,Qtr 4,December,31,10,14,1899,Qtr 4,December,31,10,47,REV,20020111,1899,Qtr 4,December,31,10,1,ISB,LHE,D,DL18
BCB,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,387,1899,Qtr 4,December,31,11,38,1,1899,Qtr 4,December,31,10,51,1899,Qtr 4,December,31,11,33,REV,20020101,1899,Qtr 4,December,31,10,38,ISB,LHE,D,DL48
BCB,1899,Qtr 4,December,31,20020109,1899,Qtr 4,December,31,388,1899,Qtr 4,December,31,15,54,1,1899,Qtr 4,December,31,15,20,1899,Qtr 4,December,31,15,49,REV,20020108,1899,Qtr 4,December,31,15,7,LHE,ISB,D,DL02
BCB,1899,Qtr 4,December,31,20020113,1899,Qtr 4,December,31,388,1899,Qtr 4,December,31,16,3,1,1899,Qtr 4,December,31,15,27,1899,Qtr 4,December,31,15,59,REV,20020111,1899,Qtr 4,December,31,15,13,LHE,ISB,D,DL18
BCB,1899,Qtr 4,December,31,20020102,1899,Qtr 4,December,31,388,1899,Qtr 4,December,31,16,7,1,1899,Qtr 4,December,31,15,30,1899,Qtr 4,December,31,16,3,REV,20020101,1899,Qtr 4,December,31,15,15,LHE,ISB,D,DL48
BCB,1899,Qtr 4,December,31,20020110,1899,Qtr 4,December,31,392,1899,Qtr 4,December,31,11,38,1,1899,Qtr 4,December,31,10,45,1899,Qtr 4,December,31,11,32,REV,20020109,1899,Qtr 4,December,31,10,26,KHI,SKZ,D,DL48
